word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
rejoicing,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
rejoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rejuvenate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rejuvenated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rekindle,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
relapse,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
relate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
related,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
relation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
relativity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relaxant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relaxation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
released,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relegation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relevancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reliability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reliable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reliance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
relic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relics,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relieving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
religion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
religious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relinquish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reluctance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reluctant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
remainder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remaining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remains,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
remake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remarkable,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
remarkably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remedial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remedy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
remember,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remembered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remembering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remembrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reminder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remiss,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
remission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remittance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remnant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remodel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remorse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
remote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remoteness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
removal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remove,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
remuneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renaissance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rencontre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
render,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rendering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rendezvous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rendition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renegade,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renewal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renounce,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renovate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renovation,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
renown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renowned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renunciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reorganization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reorganize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reparation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
repay,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
repayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeatedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repellant,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
repellent,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
repelling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
repent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
repentance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repertoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repertory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repetition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replenish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reply,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
report,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reporter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
repose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repository,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
representation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
representative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
represented,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
representing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
repress,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
repressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repression,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
reprieve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reprimand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reprint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reprisal,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
reprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reproach,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
reproduce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reproduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reproductive,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
reptile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
republican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repudiation,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
repulsion,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
repurchase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reputable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reputation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
requiem,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
required,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
requirement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
requisite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
requisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rescind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rescission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rescue,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resection,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
resemblance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resembling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resent,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resentful,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resentment,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
reservation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
residences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
residual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
residue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resign,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
resignation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
resigned,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
resilience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resilient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resistance,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resistant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
resisting,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
resistive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolutely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resonance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resonant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resonate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resonator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resounding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resources,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
respect,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
respectability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respectable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
respected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respectful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
respecting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respective,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
respiration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respirator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respite,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
resplendent,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
respond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respondent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
responsibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
responsible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
responsive,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
rest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restaurant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restitution,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restlessness,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
restoration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restorative,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
restored,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restrain,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
restrained,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restrict,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
restricted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restriction,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
restrictive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
resultant,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
resumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resurrection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resuscitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
retaining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retaliate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retaliation,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
retaliatory,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retard,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
retardation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retentive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reticent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
retina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retirement,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
retiring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrenchment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
retribution,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
retrieval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retriever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retroactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrograde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrospect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrospective,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrospectively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
return,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reunion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
reveal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
revelation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revels,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
revenge,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reverberation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revere,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
reverence,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
reverend,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
reverent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reverie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
reversal,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reverting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviewer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revisit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revival,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
revive,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
revocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revoke,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
revolt,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
revolting,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
revolution,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
revolutionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revolutionize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revolve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revolver,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
revulsion,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
reward,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
rhetoric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhetorical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rheumatism,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
rhyme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhyming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhythm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhythmical,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
rib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ribbed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ribbon,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
richness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rickety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riddance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riddle,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
riddled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridicule,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ridiculous,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
riding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rifle,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rifles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
righteous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rightful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rightly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigidity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigor,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rigorous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rinse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riot,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
riotous,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
riparian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ripening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rising,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
risk,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
risky,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
rite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ritual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ritualistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rival,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rivalry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riverbank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rivet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riveted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riveting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roadster,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
roadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rob,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
robber,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
robbery,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
robe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rocket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rod,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
roe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rogue,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
role,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rollers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rollicking,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rolling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
romance,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
