Book_Name;book_id;guten_genre;Author_Name
The Poor Plutocrats;pg18705.epub;Literary;Jkai| Mr
Dr. Dumany's Wife;pg18708.epub;Literary;Jkai| Mr
Geschichte der Englischen Sprache und Literatur von den ältesten Zeiten bis zur Einführung der Buchdruckerkunst;pg18731.epub;Literature;Behnsch, Ottomar
Die Italienische Plastik;pg18733.epub;History;Bode, Wilhelm
The Wit and Humor of America, Volume III. (of X.);pg18734.epub;wit and humor;Wilder, Marshall Pinckney
The Wit and Humor of America, Volume IV. (of X.);pg18776.epub;wit and humor;Wilder, Marshall Pinckney
The House of Martha;pg18822.epub;Literary;Stockton| Frank Richard
Winner Take All;pg18829.epub;Literary;Evans| Larry
With Kitchener in the Soudan: A Story of Atbara and Omdurman;pg18868.epub;Adventure;Rainey, W. (William)
Then I'll Come Back to You;pg18894.epub;Literary;Evans| Larry
The Starbucks;pg18984.epub;Literary;Read| Opie Percival
Alice's Adventures Under Ground Being a facsimile of the original Ms. book afterwards developed into Alice's Adventures in Wonderland;pg19002.epub;Fantasy ;Carroll, Lewis
The Admirable Tinker Child of the World;pg19010.epub;Adventure;Jepson, Edgar
Alice's Adventures in Wonderland;pg19033.epub;Fantasy ;Carroll, Lewis
Sword and Gown: A Novel;pg19121.epub;Literary;Lawrence| George A.
The House in the Mist;pg19147.epub;Detective and Mystery;Green| Anna Katharine
Märchen für Kinder;pg19163.epub;Fantasy;Andersen, H. C. (Hans Christian)
The Cow Puncher;pg19173.epub;Literary;Stead| Robert J. C.
Lady Larkspur;pg19204.epub;Literary;Nicholson| Meredith
The Alchemist's Secret;pg19224.epub;Literary;Williams| Isabel Cecilia
Joyce of the North Woods;pg19225.epub;Literary;Comstock| Harriet T.
Michael McGrath- Postmaster;pg19257.epub;Literary;Connor| Ralph
His Heart's Queen;pg19259.epub;Literary;Sheldon| Mrs. Georgie
The Wit and Humor of America, Volume V. (of X.);pg19323.epub;wit and humor;Wilder, Marshall Pinckney
The Wit and Humor of America, Volume VI. (of X.);pg19324.epub;wit and humor;Wilder, Marshall Pinckney
The Wit and Humor of America, Volume VII. (of X.);pg19325.epub;wit and humor;Wilder, Marshall Pinckney
A Christmas Carol;pg19337.epub;Christmas Stories;Dickens| Charles
Anzeiger des Germanischen Nationalmuseums, Jg. 1900;pg19380.epub;History;Bezold, Gustav von
Born Again;pg19459.epub;Literary;Lawson| Alfred W.
Branded;pg19472.epub;Western Stories;Lynde| Francis
North of Fifty-Three;pg19510.epub;Literary;Sinclair| Bertrand W.
Kate Danton- Captain Danton's Daughters: A Novel;pg19512.epub;Literary;Fleming| May Agnes
Strix: Die Geschichte eines Uhus;pg19530.epub;Literature;Mann, Mathilde
Alice in Wonderland, Retold in Words of One Syllable;pg19551.epub;Fantasy ;Carroll, Lewis
Der goldene Spiegel: Erzählungen in einem Rahmen;pg19611.epub;Fiction;Wassermann, Jakob
Herrn Mahlhubers Reiseabenteuer;pg19675.epub;Satire;Gerstäcker, Friedrich
With Frederick the Great: A Story of the Seven Years' War;pg19714.epub;Adventure;Paget, Walter
Das kleine Dummerle und andere Erzählungen;pg19733.epub;Fiction;Sapper, Agnes
Gesammelte Abhandlungen III Vorträge, Reden und Schriften sozialpolitischen und verwandten Inhalts;pg19755.epub;Fiction;Abbe, Ernst
Alice's Abenteuer im Wunderland;pg19778.epub;Fantasy;Carroll, Lewis
Ade's Fables;pg19813.epub;wit and humor;Ade, George
Dixie Hart;pg19818.epub;Literary;Harben| Will N.
Knocking the Neighbors;pg19829.epub;wit and humor;Ade, George
Die ungleichen Schalen: Fünf einaktige Dramen;pg19940.epub;Drama;Wassermann, Jakob
Hansi;pg19971.epub;Literature;Frohnmeyer, Ida
The Calico Cat;pg20010.epub;Detective and mystery ;Thompson, Charles Miner
The Napoleon of Notting Hill;pg20058.epub;Fantasy ;Robertson, W. Graham (Walford Graham)
Stories of Comedy;pg20229.epub;wit and humor;Johnson, Rossiter
Heart - A Social Novel;pg20235.epub;Literary;Tupper| Martin Farquhar
A Political Romance;pg20257.epub;Literary;Sterne| Laurence
The Jest Book The Choicest Anecdotes and Sayings;pg20352.epub;wit and humor;Lemon, Mark
The Lovely Lady;pg20359.epub;Literary;Austin| Mary Hunter
Historical and Political Essays;pg20389.epub;History;Lecky, William Edward Hartpole
Real Ghost Stories;pg20420.epub;Horror;Stead, W. T. (William Thomas)
A Son of the Hills;pg20424.epub;Literary;Comstock| Harriet T.
The Seventh Noon;pg20429.epub;Literary;Bartlett| Frederick Orin
The Triflers;pg20458.epub;Literary;Bartlett| Frederick Orin
Ernest Linwood- The Inner Life of the Author;pg20462.epub;Literary;Hentz| Caroline Lee
Ade's Fables;pg20510.epub;wit and humor;McCutcheon, John T. (John Tinney)
Edgar Allan Poe Die Dichtung, Band XLII;pg20589.epub;Fantasy;Ewers, Hanns Heinz
The Magic City;pg20606.epub;Fantasy ;Millar, H. R. (Harold Robert)
The Complete Prose Works of Martin Farquhar Tupper;pg20610.epub;Literary;Tupper| Martin Farquhar
The Master-Knot of Human Fate;pg20615.epub;Literary;Meredith| Ellis
Through Three Campaigns: A Story of Chitral, Tirah and Ashanti;pg20641.epub;Adventure;Paget, Walter
The Romance of an Old Fool;pg20661.epub;Love and Romance;Field| Roswell Martin
Short Studies on Great Subjects;pg20755.epub;History;Froude, James Anthony
The Monctons: A Novel. Volume 1 (of 2);pg20835.epub;Literary;Moodie| Susanna
In Apple-Blossom Time: A Fairy-Tale to Date;pg20901.epub;Love and Romance;Burnham| Clara Louise
Nach Amerika! Ein Volksbuch. Zweiter Band.;pg20944.epub;Fiction;Reinhardt, Karl
Im Sonnenschein Novelle;pg20977.epub;Romance;Storm, Theodor
Die Biene Maja und ihre Abenteuer;pg21021.epub;Literature;Bonsels, Waldemar
An anthology of German literature;pg21053.epub;Literature;Thomas, Calvin
The Log of the Flying Fish: A Story of Aerial and Submarine Peril and Adventure;pg21057.epub;Adventure;Collingwood, Harry
Overdue: The Story of a Missing Ship;pg21067.epub;Sea and Adventure;Collingwood| Harry
The Ghost Ship: A Mystery of the Sea;pg21087.epub;Sea and Adventure;Hutcheson| John C.
Die Stufe Fragment einer Liebe;pg21115.epub;Romance;Mann, Franziska
Comic History of the United States;pg21427.epub;wit and humor;Opper, Frederick Burr
Rattlin the Reefer;pg21578.epub;Sea and Adventure;Howard| Edward
On the Stairs;pg21613.epub;Literary;Fuller| Henry Blake
April's Lady: A Novel;pg21641.epub;Literary;Duchess|
The Making of a Soul;pg21674.epub;Literary;Rhodes| Kathlyn
The Tyranny of Weakness;pg21689.epub;Literary;Buck| Charles Neville
Flint: His Faults- His Friendships and His Fortunes;pg21690.epub;Literary;Goodwin| Maud Wilder
Agatha's Husband: A Novel;pg21767.epub;Literary;Craik| Dinah Maria Mulock
The Confidence-Man;pg21816.epub;Literary;Melville| Herman
The Mark Of Cain;pg21821.epub;Literary;Lang| Andrew
The Daughters of Danaus;pg21858.epub;Literary;Caird| Mona
Afterwards;pg21867.epub;Literary;Rhodes| Kathlyn
Luna Benamor;pg21870.epub;Literary;Ibez| Vicente Blasco
The Sins of Séverac Bablon;pg21879.epub;Detective and mystery ;Rohmer, Sax
Blacksheep! Blacksheep!;pg21887.epub;Sea and Adventure;Nicholson| Meredith
The Woggle-Bug Book;pg21914.epub;Fantasy ;Baum, L. Frank (Lyman Frank)
Embarrassments;pg21932.epub;Literary;James| Henry
The Pleasant Street Partnership: A Neighborhood Story;pg21944.epub;Literary;Leonard| Mary Finley
Zum wilden Mann;pg22123.epub;Fiction;Raabe, Wilhelm
De Turkey and De Law A Comedy in Three Acts;pg22146.epub;Drama;Hurston, Zora Neale
The Lure of the Mask;pg22158.epub;Literary;MacGrath| Harold
Gespenster: Ein Familiendrama in drei Aufzügen;pg22159.epub;Drama;Borch, M. von (Marie)
Aunt Rachel - A Rustic Sentimental Comedy;pg22202.epub;Literary;Murray| David Christie
In Direst Peril;pg22205.epub;Literary;Murray| David Christie
An Old Meerschaum - From Coals Of Fire And Other Stories- Volume II. (of III.);pg22206.epub;Literary;Murray| David Christie
The Romance Of Giovanni Calvotti - From Coals Of Fire And Other Stories- Volume II. (of III.);pg22207.epub;Literary;Murray| David Christie
Cruel Barbara Allen - From Coals Of Fire And Other Stories- Volume II. (of III.);pg22208.epub;Literary;Murray| David Christie
Molly Bawn;pg22214.epub;Literary;Duchess|
Oswald Langdon - Pierre and Paul Lanier. A Romance of 1894-1898;pg22221.epub;Literary;Hamilton| Levi Jackson
Fräulein Julie: Naturalistisches Trauerspiel;pg22235.epub;Drama;Strindberg, August
The Upper Berth; By the Waters of Paradise;pg22246.epub;Horror;Crawford, F. Marion (Francis Marion)
Schwartz: A History - From Schwartz by David Christie Murray;pg22271.epub;Literary;Murray| David Christie
Young Mr. Barter's Repentance - From Schwartz by David Christie Murray;pg22272.epub;Literary;Murray| David Christie
Bulldog And Butterfly - From Schwartz by David Christie Murray;pg22273.epub;Literary;Murray| David Christie
Julia And Her Romeo: A Chronicle Of Castle Barfield - From Schwartz by David Christie Murray;pg22274.epub;Literary;Murray| David Christie
A Chronicle of Castle Barfield and of the Crimea;pg22275.epub;Literary;Murray| David Christie
Despair's Last Journey;pg22276.epub;Literary;Murray| David Christie
Schelmuffskys wahrhaftige, kuriöse und sehr gefährliche Reisebeschreibung zu Wasser und zu Lande;pg22355.epub;Satire;Fritz, Gottlieb
Alaeddin und die Wunderlampe aus Tausend und eine Nacht;pg22413.epub;Fantasy;Staeger, Ferdinand
Chivalry;pg22463.epub;Fantasy ;Elliott, Elizabeth Shippen Green
Der Weihnachtsabend Eine Geistergeschichte;pg22465.epub;Horror;Dickens, Charles
The Tale Of Mr. Peter Brown - Chelsea Justice - From The New Decameron Volume III;pg22476.epub;Literary;Sackville-West| Vita
Ein Heiratsantrag: Scherz in einem Aufzug;pg22493.epub;Drama;Chekhov, Anton Pavlovich
Der Bär: Groteske in einem Aufzug;pg22494.epub;Drama;Chekhov, Anton Pavlovich
Deutsche Literaturgeschichte in einer Stunde Von den ältesten Zeiten bis zur Gegenwart;pg22517.epub;Literature;Henschke, Alfred
Mary Louise and Josie O'Gorman;pg22532.epub;Literary;Sampson| Emma Speed
Dorothy and the Wizard in Oz;pg22566.epub;Fantasy ;Neill, John R. (John Rea)
The Straw;pg22638.epub;Drama;O'Neill, Eugene
King Candaules;pg22660.epub;Literary;Gautier| Thophile
32 Caliber;pg22781.epub;Literary;McGibeny| Donald
Der Wehrwolf Eine Bauernchronik;pg22824.epub;Fiction;Löns, Hermann
Doctor Luttrell's First Patient;pg22883.epub;Love and Romance;Carey| Rosa Nouchette
Nell- of Shorne Mills- One Heart's Burden;pg22961.epub;Literary;Garvice| Charles
A Modern Idyll;pg23009.epub;Literary;Harris| Frank
Gulmore- The Boss;pg23010.epub;Literary;Harris| Frank
Elder Conklin;pg23012.epub;Literary;Harris| Frank
The Dead Are Silent 1907;pg23061.epub;Romance fiction;Schnitzler, Arthur
Die Gründung des Deutschen Zollvereins;pg23065.epub;History;Treitschke, Heinrich von
Helen and Arthur- Miss Thusa's Spinning Wheel;pg23106.epub;Literary;Hentz| Caroline Lee
A Chinese Command: A Story of Adventure in Eastern Seas;pg23118.epub;Sea and Adventure;Collingwood| Harry
Other People's Business: The Romantic Career of the Practical Miss Dale;pg23157.epub;Literary;Smith| Harriet L.
Old Ebenezer;pg23215.epub;Literary;Read| Opie Percival
The Roll-Call Of The Reef;pg23217.epub;Horror;Quiller-Couch, Arthur
The Gray Nun;pg23220.epub;Horror;Eschstruth, Nataly von
The Fête At Coqueville - 1907;pg23222.epub;Literary;Zola| ile
Good Blood;pg23223.epub;Literary;Wildenbruch| Ernst von
Mister Galgenstrick: und andere Humoresken;pg23243.epub;Humor and Comedy;Ettlinger, Karl
Mistress Anne;pg23246.epub;Literary;Bailey| Temple
Tonio Kröger;pg23313.epub;Fiction;Mann, Thomas
Old Mr. Wiley;pg23379.epub;Horror;La Spina, Greye
The Folly Of Eustace - 1896;pg23420.epub;Literary;Hichens| Robert
Die Kurtisane Jamaica;pg23425.epub;Romance;Bethge, Hans
Masterpieces of Mystery in Four Volumes: Mystic-Humorous Stories;pg23432.epub;Horror;French, Joseph Lewis
The Phantom Of Bogue Holauba 1911;pg23552.epub;Horror;Murfree, Mary Noailles
The Man Next Door;pg23606.epub;Literary;Hough| Emerson
The Riddle Of The Rocks - 1895;pg23629.epub;Literary;Murfree| Mary Noailles
The Phantoms Of The Foot-Bridge - 1895;pg23630.epub;Literary;Murfree| Mary Noailles
The Moonshiners At Hoho-Hebee Falls - 1895;pg23631.epub;Literary;Murfree| Mary Noailles
way Down In Lonesome Cove - 1895;pg23632.epub;Literary;Murfree| Mary Noailles
His Day In Court - 1895;pg23633.epub;Literary;Murfree| Mary Noailles
Flamsted quarries;pg23664.epub;Literary;Waller| Mary E.
Baumeister Solneß: Schauspiel in drei Aufzügen;pg23679.epub;Drama;Ibsen, Henrik
The Dew of Their Youth;pg23736.epub;Literary;Crockett| S. R.
David Malcolm;pg23741.epub;Literary;Lloyd| Nelson
Aladdin & Co.: A Romance of Yankee Magic;pg23745.epub;Literary;Quick| Herbert
Geschichte Alexanders des Grossen;pg23756.epub;History;Droysen, Johann Gustav
Märchen-Sammlung;pg23787.epub;Fantasy;Fraungruber, Hans
Cruel As The Grave;pg23789.epub;Literary;Southworth| Emma Dorothy Eliza Nevitte
A True Friend: A Novel;pg23797.epub;Literary;Sergeant| Adeline
A Christmas Carol;pg24022.epub;Horror;Rackham, Arthur
Die Weise von Liebe und Tod des Cornets Christoph Rilke;pg24043.epub;History;Rilke, Rainer Maria
Every Man His Own Poet; Or, The Inspired Singer's Recipe Book;pg24083.epub;wit and humor;Mallock, W. H. (William Hurrell)
Am Glück vorbei;pg24174.epub;Romance;Sudermann, Clara
Im Saal Novelle;pg24212.epub;Fiction;Storm, Theodor
Marthe und ihre Uhr Novelle;pg24213.epub;Fiction;Storm, Theodor
Im Brauerhause Novelle;pg24214.epub;Fiction;Storm, Theodor
Das Schönste von Max Dauthendey;pg24266.epub;Romance;Dauthendey, Max
Kerfol 1916;pg24350.epub;Horror;Wharton, Edith
The Return of Peter Grimm Novelised From the Play;pg24359.epub;Horror;Rae, John
The Wit and Humor of America, Volume VIII (of X);pg24432.epub;wit and humor;Wilder, Marshall Pinckney
The Wit and Humor of America, Volume IX (of X);pg24433.epub;wit and humor;Wilder, Marshall Pinckney
The Wit and Humor of America, Volume X (of X);pg24434.epub;wit and humor;Wilder, Marshall Pinckney
The Lost Princess of Oz;pg24459.epub;Fantasy ;Neill, John R. (John Rea)
Der Sozialismus einst und jetzt Streitfragen des Sozialismus in Vergangenheit und Gegenwart;pg24523.epub;History;Bernstein, Eduard
Man Overboard!;pg24584.epub;Horror;Crawford, F. Marion (Francis Marion)
The Opal Serpent;pg24769.epub;Detective and Mystery;Hume| Fergus
Der Dunkelgraf;pg24782.epub;History;Bechstein, Ludwig
Ueber die Geometrie der alten Aegypter;pg24817.epub;History;Weyr, Emil
Die Philippinen und ihre Bewohner Sechs Skizzen;pg24820.epub;History;Semper, C. (Carl)
Rita;pg24827.epub;Adventure;Barry, Etheldred B. (Etheldred Breeze)
Ulrich Schmidel Der erste Geschichtschreiber der La Plata-Länder (1535-1555);pg24887.epub;History;Lehmann-Nitsche, Robert
Platons Gastmahl;pg24899.epub;Literature;Kassner, Rudolf
Wappin' Wharf: A Frightful Comedy of Pirates;pg24914.epub;Drama;Flory, Julia McCune
The Book of All-Power;pg24920.epub;Literary;Wallace| Edgar
Soldan's Geschichte der Hexenprozesse. Zweiter Band;pg25048.epub;History;Heppe, Heinrich
Historical Essays;pg25099.epub;History;Rhodes, James Ford
Nobody's Boy Sans Famille;pg25102.epub;Adventure;Gruelle, Johnny
Baboo Jabberjee, B.A.;pg25129.epub;wit and humor;Anstey, F.
The Candy Country;pg25165.epub;Fantasy ;Alcott, Louisa May
The Bad Boy at Home, and His Experiences in Trying to Become an Editor 1885;pg25303.epub;wit and humor;Victor, Metta Victoria Fuller
Fables in Slang;pg25322.epub;wit and humor;Ade, George
The Scarlet Letter;pg25344.epub;Romance fiction;Anthony, A. V. S. (Andrew Varick Stout)
Little Wizard Stories of Oz;pg25519.epub;Fantasy ;Neill, John R. (John Rea)
Die Nymphe des Brunnens;pg25530.epub;Fantasy;Fraungruber, Hans
Representative Plays by American Dramatists: 1856-1911: The Moth and the Flame;pg25531.epub;Drama;Fitch, Clyde
The Sundering Flood;pg25547.epub;Fantasy ;Morris, May
Representative Plays by American Dramatists: 1856-1911: The New York Idea;pg25565.epub;Drama;Mitchell, Langdon Elwyn
Rinkitink in Oz;pg25581.epub;Fantasy ;Neill, John R. (John Rea)
Faces and Places;pg25624.epub;wit and humor;Lucy, Henry W. (Henry William), Sir
The Kingdom Round the Corner: A Novel;pg25702.epub;Literary;Ashford| Angela| Ashford| Daisy
Caspar Hauser; oder, Die Trägheit des Herzens, Roman;pg25721.epub;Fiction;Wassermann, Jakob
An Apostate: Nawin of Thais;pg25730.epub;Literary;Dawson| Coningsby
The Silver Butterfly;pg25820.epub;Detective and mystery ;Christy, Howard Chandler
Gold Out of Celebes;pg25917.epub;Adventure;Dingle, Aylward Edward
Studies in Literature and History;pg25937.epub;History;Lyall, Alfred Comyn, Sir
Der Hansische Stahlhof in London Ein Vortrag, gehalten im Saale des goldenen Sterns zu Bonn am 11. März 1856;pg25999.epub;History;Pauli, Reinhold
This Giddy Globe;pg26053.epub;wit and humor;Herford, Oliver
The Last of the Legions and Other Tales of Long Ago;pg26153.epub;Adventure;Doyle, Arthur Conan
The Joyous Adventures of Aristide Pujol;pg26154.epub;Adventure;Locke, William John
Her Mother's Secret;pg26259.epub;Literary;Hume| Fergus
This Simian World;pg26260.epub;wit and humor;Day, Clarence
Margarita's Soul: The Romantic Recollections of a Man of Fifty;pg26277.epub;Literary;Southworth| Emma Dorothy Eliza Nevitte
Happy-Thought Hall;pg26281.epub;wit and humor;Burnand, F. C. (Francis Cowley)
Simon;pg26306.epub;Detective and Mystery;Bacon| Josephine Daskam
Schläfst du Mutter?; Ruth. Novellen;pg26444.epub;Fiction;Wassermann, Jakob
A Stable for Nightmares; or, Weird Tales;pg26451.epub;Fantasy ;Young, Charles L. (Charles Lawrence), Sir
Madeline Payne- the Detective's Daughter;pg26482.epub;Detective and Mystery;Lynch| Lawrence L.
The Windy Hill;pg26537.epub;Detective and mystery ;Meigs, Cornelia
The Road to Oz;pg26624.epub;Fantasy ;Neill, John R. (John Rea)
Terribly Intimate Portraits;pg26649.epub;wit and humor;Coward, Noel
Peter and Wendy;pg26654.epub;Fantasy ;Bedford, F. D.
The Strange Adventures of Captain Dangerous, Vol. 1;pg26667.epub;Adventure;Sala, George Augustus
The Strange Adventures of Captain Dangerous, Vol. 2;pg26668.epub;Adventure;Sala, George Augustus
The Strange Adventures of Captain Dangerous, Vol. 3;pg26669.epub;Adventure;Sala, George Augustus
Unterm Birnbaum;pg26686.epub;Fiction;Fontane, Theodor
Black Spirits and White: A Book of Ghost Stories;pg26687.epub;Horror;Cram, Ralph Adams
Der heilige Bürokrazius: Eine heitere Legende;pg26694.epub;Humor and Comedy;Greinz, Rudolf
Ringfield: A Novel;pg26768.epub;Literary;Thackeray| William Makepeace
A Red Wallflower;pg26828.epub;Literary;Harrison| S. Frances
A Pessimist in Theory and Practice;pg26847.epub;Literary;Warner| Susan
The Bradys Beyond Their Depth- The Great Swamp Mystery;pg26925.epub;Detective and Mystery;Bird| Frederic Mayer
The Magic Soap Bubble;pg26944.epub;Fantasy ;Cory, David
Humorous Ghost Stories;pg26950.epub;Horror;Scarborough, Dorothy
Die Theorie des Romans Ein geschichtsphilosophischer Versuch über die Formen der großen Epik;pg26972.epub;History;Lukács, György
Peter Pan in Kensington Gardens;pg26998.epub;Fantasy ;Rackham, Arthur
Peter Pan in Kensington Gardens;pg26999.epub;Fantasy ;Rackham, Arthur
Ancient States and Empires For Colleges and Schools;pg27114.epub;History;Lord, John
Himmelsvolk: Ein Buch von Blumen, Tieren und Gott;pg27220.epub;Fantasy;Bonsels, Waldemar
Bird of Paradise;pg27323.epub;Literary;Seltzer| Charles Alden
The Pagan Madonna;pg27339.epub;Detective and mystery ;Koerner, W. H. D. (William Henry Dethlef)
The Slave of Silence;pg27395.epub;Detective and mystery ;White, Fred M. (Fred Merrick)
Shenanigans at Sugar Creek;pg27426.epub;Adventure;Hutchens, Paul
Border Ghost Stories;pg27449.epub;Horror;Pease, Howard
In Her Own Right;pg27454.epub;Detective and mystery ;Scott, John Reed
The Giant's Robe;pg27507.epub;Literary;Sabin| Edwin L.
Masterpieces of Mystery in Four Volumes: Detective Stories;pg27523.epub;Horror;French, Joseph Lewis
The Seven Secrets;pg27549.epub;Detective and Mystery;Anstey| F.
Representative Plays by American Dramatists;pg27552.epub;Drama;Burke, Charles
Madame Bovary: A Tale of Provincial Life, Vol. 1 (of 2);pg27575.epub;Romance fiction;Flaubert, Gustave
The True Story Book;pg27602.epub;History;Lang, Andrew
The Red True Story Book;pg27603.epub;History;Ford, H. J. (Henry Justice)
Nobody's Girl (En Famille);pg27690.epub;Adventure;Malot, Hector
Five O'Clock Tea: Farce;pg27709.epub;Literary;Queux| William Le
Masterpieces of Mystery in Four Volumes: Ghost Stories;pg27722.epub;Horror;French, Joseph Lewis
Once on a Time;pg27771.epub;Fantasy ;Robinson, Charles
The Wind in the Willows;pg27805.epub;Fantasy ;Bransom, Paul
A Bachelor's Dream;pg27838.epub;Literary;Howells| William Dean
The Dominant Dollar;pg27857.epub;Literary;Duchess|
Evening Dress Farce;pg27880.epub;Drama;Howells, William Dean
Dick Leslie's Luck: A Story of Shipwreck and Adventure;pg27909.epub;Sea and Adventure;Lillibridge| Will
David and the Phoenix;pg27922.epub;Adventure;Ormondroyd, Edward
Policeman Bluejay;pg27951.epub;Fantasy ;Barney, Maginel Wright
Wood Rangers: The Trappers of Sonora;pg27980.epub;Adventure;Reid, Mayne
The Plant Hunters: Adventures Among the Himalaya Mountains;pg27981.epub;Adventure;Reid, Mayne
Bruin: The Grand Bear Hunt;pg27993.epub;Adventure;Zwecker, Johann Baptist
The Confessions of Arsène Lupin;pg28093.epub;Adventure;Leblanc, Maurice
Anderson Crow- Detective;pg28229.epub;Detective and Mystery;Morris| Gouverneur
A Romantic Young Lady;pg28236.epub;Literary;McCutcheon| George Barr
The Duke's Motto: A Melodrama;pg28266.epub;Adventure;McCarthy, Justin H. (Justin Huntly)
Seven Miles to Arden;pg28271.epub;Detective and mystery ;Sawyer, Ruth
The Beloved Woman;pg28301.epub;Literary;Grant| Robert
A Likely Story;pg28305.epub;Drama;Howells, William Dean
Continuous Vaudeville;pg28327.epub;wit and humor;Cressy, Will M. (Will Martin)
In Brief Authority;pg28459.epub;Literary;Norris| Kathleen Thompson
Not Like Other Girls;pg28463.epub;Literary;Anstey| F.
The Limit;pg28465.epub;Literary;Leverson| Ada
The Brass Bound Box;pg28509.epub;Literary;Raymond| Evelyn
Twinkle and Chubbins: Their Astonishing Adventures in Nature-Fairyland;pg28552.epub;Fantasy ;Barney, Maginel Wright
Wee Wifie;pg28717.epub;Literary;Carey| Rosa Nouchette
Oswald Bastable and Others;pg28804.epub;Fantasy ;Millar, H. R. (Harold Robert)
Der Dichter und das Phantasieren;pg28863.epub;Fantasy;Freud, Sigmund
Alice's Adventures in Wonderland;pg28885.epub;Fantasy ;Rackham, Arthur
Lover or Friend;pg28925.epub;Literary;Carey| Rosa Nouchette
Mr. Punch Awheel: The Humours of Motoring and Cycling;pg29022.epub;wit and humor;Hammerton, John Alexander, Sir
A Tangled Tale;pg29042.epub;Literary;Carroll| Lewis
Cleo The Magnificent- The Muse of the Real: A Novel;pg29207.epub;Literary;Zangwill| Louis
The First Violin - A Novel;pg29219.epub;Literary;Fothergill| Jessie
Representative Plays by American Dramatists 1765-1819;pg29221.epub;Drama;Moses, Montrose Jonas
The Fall of British Tyranny American Liberty Triumphant;pg29226.epub;Drama;Moses, Montrose Jonas
The Politician Out-Witted;pg29227.epub;Drama;Moses, Montrose Jonas
The Contrast;pg29228.epub;Drama;Moses, Montrose Jonas
André;pg29229.epub;Drama;Moses, Montrose Jonas
The Indian Princess La Belle Sauvage;pg29230.epub;Drama;Moses, Montrose Jonas
She Would Be a Soldier The Plains of Chippewa;pg29231.epub;Drama;Moses, Montrose Jonas
People of Position;pg29274.epub;Literary;Hyatt| Stanley Portal
Australia Revenged;pg29315.epub;Literary;Boomerang|
An Old Sailor's Yarns;pg29323.epub;Sea and Adventure;Ames| N.
The Prisoner;pg29366.epub;Literary;Brown| Alice
Murder Point: A Tale of Keewatin;pg29400.epub;Detective and Mystery;Dawson| Coningsby
The Masked Bridal;pg29524.epub;Detective and mystery ;Sheldon, Georgie, Mrs.
An Ethnologist's View of History An Address Before the Annual Meeting of the New Jersey Historica;pg29554.epub;History;Brinton, Daniel G. (Daniel Garrison)
Rope;pg29570.epub;Literary;Hall| Holworthy
Once to Every Man;pg29646.epub;Literary;Evans| Larry
Mixed Faces;pg29657.epub;Literary;Norton| Roy
Nobody;pg29671.epub;Literary;Vance| Louis Joseph
The Hound From The North;pg29695.epub;Literary;Cullum| Ridgwell
The Heart of Thunder Mountain;pg29697.epub;Literary;Bingham| Edfrid A.
Hetty's Strange History;pg29699.epub;Literary;Jackson| Helen Hunt
Masterpieces of Mystery in Four Volumes: Riddle Stories;pg29704.epub;Horror;French, Joseph Lewis
The Princess Virginia;pg29715.epub;Literary;Williamson| A. M.| Williamson| C. N.
The Strollers;pg29726.epub;Literary;Isham| Frederic Stewart
Victor's Triumph - Sequel to A Beautiful Fiend;pg29729.epub;Literary;Southworth| Emma Dorothy Eliza Nevitte
The Missionary;pg29743.epub;Literary;Griffith| George Chetwynd
The Gorgeous Girl;pg29753.epub;Literary;Bartley| Nalbro
The Cat of Bubastes: A Tale of Ancient Egypt;pg29756.epub;Adventure;Weguelin, J. R. (John Reinhard)
The Dominant Strain;pg29760.epub;Literary;Ray| Anna Chapin
Audrey Craven;pg29766.epub;Literary;Sinclair| May
Norwegische Volksmährchen I.gesammelt von P. Asbjörnsen und Jörgen Moe;pg29796.epub;Fantasy;Moe, Jørgen Engebretsen
The Man Who Wins;pg29808.epub;Literary;Herrick| Robert
The Paliser case;pg29847.epub;Literary;Saltus| Edgar
Dwellers in the Hills;pg29851.epub;Literary;Post| Melville Davisson
A Great Man: A Frolic;pg29860.epub;Literary;Bennett| Arnold
The Old Countess- The Two Proposals;pg29862.epub;Literary;Stephens| Ann S.
Love and Lucy;pg29868.epub;Literary;Hewlett| Maurice
The Crimson Tide: A Novel;pg29880.epub;Literary;Chambers| Robert W.
The Doctor's Family;pg29890.epub;Literary;Oliphant| Mrs.
The Rector;pg29891.epub;Literary;Oliphant| Mrs.
Changing Winds - A Novel;pg29902.epub;Literary;Ervine| St. John G.
Zeitgemäßes über Krieg und Tod;pg29941.epub;History;Freud, Sigmund
Jan and Her Job;pg29945.epub;Literary;Harker| L. Allen
Ein Stück Lebensgeschichte, und andere Erzählungen;pg29957.epub;Fiction;Lagerlöf, Selma
The Eye of Dread;pg30031.epub;Literary;Erskine| Payne
In the Shadow of the Hills;pg30037.epub;Literary;Shedd| George C.
Jessica- the Heiress;pg30074.epub;Literary;Raymond| Evelyn
Our Next-Door Neighbors;pg30075.epub;Literary;Maniates| Belle Kanaris
Norwegische Volksmährchen vol. 2 gesammelt von P. Asbjörnsen und Jörgen Moe;pg30084.epub;Fantasy;Moe, Jørgen Engebretsen
Amaryllis at the Fair;pg30087.epub;Literary;Jefferies| Richard
Young Barbarians;pg30089.epub;Literary;Maclaren| Ian
